ID;Количество комнат;Тип;район;Адрес;Площадь, м2;Этаж;Цена;Ремонт;Ссылка на объявление
292997518;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Румянцева, 48;37.7;15/17;6250000;;https://www.cian.ru/sale/flat/292997518
292997474;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Румянцева, 48;37.7;10/17;6200000;;https://www.cian.ru/sale/flat/292997474
295895547;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;57.6;1/12;6220800;;https://www.cian.ru/sale/flat/295895547
292997447;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Рылеева;40.31;17/17;6207040;;https://www.cian.ru/sale/flat/292997447
292997433;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Рылеева;40.31;14/17;6207040;;https://www.cian.ru/sale/flat/292997433
299991704;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;58.6;12/12;6328800;;https://www.cian.ru/sale/flat/299991704
299840985;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица, 26;38.21;15/19;7450950;;https://www.cian.ru/sale/flat/299840985
299541469;2;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица;64.38;2/19;9624810;;https://www.cian.ru/sale/flat/299541469
297993072;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Топкинский мкр, Видный-3 ЖК;36.4;12/12;5492000;;https://www.cian.ru/sale/flat/297993072
297993044;2;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Топкинский мкр, Видный-3 ЖК;55.2;3/12;7484000;;https://www.cian.ru/sale/flat/297993044
297248032;3;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица;59.16;11/19;10234680;;https://www.cian.ru/sale/flat/297248032
299624410;1;Продажа квартиры;Правобережный;Иркутская область, Иркутск, Советская улица, 79;33.0;3/5;5100000;Евроремонт;https://www.cian.ru/sale/flat/299624410
297993081;3;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Топкинский мкр, 67;91.2;12/12;10520000;;https://www.cian.ru/sale/flat/297993081
297248042;4;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица, 26;87.29;2/19;11958730;;https://www.cian.ru/sale/flat/297248042
297752380;1;Продажа квартиры;Правобережный;Иркутская область, Иркутск, улица Красноказачья, 9А;33.0;3/3;3800000;Косметический;https://www.cian.ru/sale/flat/297752380
297660824;1;Продажа квартиры;Правобережный;Иркутская область, Иркутск, Мельничная улица, 2/4;39.9;10/10;5300000;Косметический;https://www.cian.ru/sale/flat/297660824
299645715;2;Продажа квартиры;Правобережный;Иркутская область, Иркутск, Советская улица, 113;43.1;4/5;5390000;Косметический;https://www.cian.ru/sale/flat/299645715
297298751;3;Продажа квартиры;Правобережный;Иркутская область, Иркутск, Зеленый мкр, 27;67.7;4/9;5300000;Евроремонт;https://www.cian.ru/sale/flat/297298751
